-0.0298758 	-1.10297 	-38.0022 	-2.28527e-23
-0.0294909 	-1.12443 	-38.4648 	-5.09757e-23
-0.0291061 	-1.16094 	-38.9288 	-7.10694e-23
-0.0287212 	-1.14867 	-39.4305 	-5.12151e-23
-0.0283364 	-1.11925 	-39.9453 	-1.7325e-23
-0.0279515 	-1.14949 	-40.4583 	-2.85101e-24
-0.0275667 	-1.19857 	-40.9707 	5.49163e-24
-0.0271818 	-1.16766 	-41.541 	-2.53627e-23
-0.026797 	-1.11418 	-42.1276 	-6.72726e-23
-0.0264121 	-1.15684 	-42.7011 	-8.69995e-23
-0.0260273 	-1.22352 	-43.2712 	-1.01181e-22
-0.0256424 	-1.16278 	-43.9273 	-4.93107e-23
-0.0252576 	-1.07405 	-44.6022 	1.70584e-23
-0.0248727 	-1.13384 	-45.2184 	8.12373e-23
-0.0244879 	-1.22191 	-45.8235 	1.44999e-22
-0.024103 	-1.12444 	-46.6176 	1.28659e-22
-0.0237182 	-0.996757 	-47.4426 	9.928e-23
-0.0233333 	-1.0771 	-48.0257 	6.41568e-23
-0.0229485 	-1.18582 	-48.5759 	2.82504e-23
-0.0225636 	-1.02606 	-49.2567 	1.26923e-23
-0.0221788 	-0.836472 	-49.9521 	-6.04974e-25
-0.0217939 	-0.947085 	-50.1573 	-4.73244e-23
-0.0214091 	-1.0838 	-50.3199 	-9.69501e-23
-0.0210242 	-0.811352 	-50.5597 	-5.44579e-23
-0.0206394 	-0.512786 	-50.8044 	-6.08578e-24
-0.0202545 	-0.72849 	-48.1404 	4.93818e-23
-0.0198697 	-0.965622 	-45.3552 	1.05145e-22
-0.0194848 	-0.490083 	-22.8785 	5.36669e-23
