-0.0572 	101325
-0.0568152 	101325
-0.0564303 	101325
-0.0560455 	101325
-0.0556606 	101325
-0.0552758 	101325
-0.0548909 	101325
-0.0545061 	101325
-0.0541212 	101325
-0.0537364 	101325
-0.0533515 	101325
-0.0529667 	101325
-0.0525818 	101325
-0.052197 	101325
-0.0518121 	101325
-0.0514273 	101325
-0.0510424 	101325
-0.0506576 	101325
-0.0502727 	101325
-0.0498879 	101325
-0.049503 	101325
-0.0491182 	101325
-0.0487333 	101325
-0.0483485 	101325
-0.0479636 	101325
-0.0475788 	101325
-0.0471939 	101325
-0.0468091 	101325
-0.0464242 	101325
-0.0460394 	101325
-0.0456545 	101325
-0.0452697 	101325
-0.0448848 	101325
-0.0445 	101325
-0.0441152 	101325
-0.0437303 	101325
-0.0433455 	101325
-0.0429606 	101325
-0.0425758 	101325
-0.0421909 	101325
-0.0418061 	101325
-0.0414212 	101325
-0.0410364 	101325
-0.0406515 	101325
-0.0402667 	101325
-0.0398818 	101325
-0.039497 	101325
-0.0391121 	101325
-0.0387273 	101325
-0.0383424 	101325
-0.0379576 	101325
-0.0375727 	101325
-0.0371879 	101325
-0.036803 	101325
-0.0364182 	101325
-0.0360333 	101325
-0.0356485 	101325
-0.0352636 	101325
-0.0348788 	101325
-0.0344939 	101325
-0.0341091 	101325
-0.0337242 	101325
-0.0333394 	101325
-0.0329545 	101325
-0.0325697 	101325
-0.0321848 	101325
-0.0318 	101325
-0.0314152 	101325
-0.0310303 	101325
-0.0306455 	101325
-0.0302606 	101325
-0.0298758 	101325
-0.0294909 	101325
-0.0291061 	101325
-0.0287212 	101325
-0.0283364 	101325
-0.0279515 	101325
-0.0275667 	101325
-0.0271818 	101325
-0.026797 	101325
-0.0264121 	101325
-0.0260273 	101325
-0.0256424 	101325
-0.0252576 	101325
-0.0248727 	101325
-0.0244879 	101325
-0.024103 	101325
-0.0237182 	101325
-0.0233333 	101325
-0.0229485 	101325
-0.0225636 	101325
-0.0221788 	101325
-0.0217939 	101325
-0.0214091 	101325
-0.0210242 	101325
-0.0206394 	101325
-0.0202545 	101325
-0.0198697 	101325
-0.0194848 	101325
